c,c_list_length,length_mismatches,non-monotonic,internal_zeros,last_exp_too_large,b_attempts,a_attempts,smaller_rejects,PF-slope
5,3,1,0,0,0,1,0,0,2
6,3,1,0,0,0,1,0,0,3
7,4,1,0,0,0,1,0,0,3
8,4,1,0,0,0,1,0,0,6
9,4,0,0,0,1,1,0,0,6
10,4,0,1,0,0,2,1,1,6
11,5,1,0,0,0,1,0,0,6
12,5,1,0,0,0,1,0,0,8
13,6,1,0,0,0,1,0,0,8
14,6,1,0,0,0,1,0,0,9
15,6,1,0,0,0,2,1,0,8
16,6,0,0,0,0,1,1,1,12
17,7,1,0,0,0,1,0,0,12
18,7,1,0,0,0,1,0,0,13
19,8,1,0,0,0,1,0,0,13
20,8,1,0,0,0,1,0,0,14
21,8,1,0,1,0,2,0,0,14
22,8,1,0,2,0,3,0,0,15
23,9,1,0,3,0,4,0,0,15
24,9,1,0,4,0,5,0,0,18
25,9,1,4,1,0,6,0,0,16
26,9,1,4,2,0,7,0,0,17
27,9,1,2,5,0,8,0,0,17
28,9,1,1,7,0,9,0,0,19
29,10,1,1,8,0,10,0,0,19
30,10,1,1,9,0,11,0,0,19
31,11,1,1,10,0,12,0,0,19
32,11,1,0,12,0,13,0,0,24
33,11,1,1,12,0,14,0,0,24
34,11,0,1,7,0,14,6,1,25
35,11,0,0,8,0,15,7,1,24
36,11,0,0,9,0,12,3,1,26
37,12,0,0,10,0,13,3,1,26
38,12,0,0,11,0,14,3,3,27
39,12,0,4,5,0,17,8,3,27
40,12,0,0,6,0,13,7,1,29
41,13,0,0,7,0,14,7,1,29
42,13,0,0,8,0,14,6,1,30
43,14,0,0,9,0,15,6,1,30
44,14,0,0,9,0,14,5,1,32
45,14,0,0,10,0,13,3,1,31
46,14,0,1,10,0,14,3,1,32
47,15,0,1,11,0,15,3,1,32
48,15,0,0,13,0,14,1,1,36
49,15,0,15,3,0,19,1,7,36
50,15,0,3,12,0,16,1,1,35
51,15,0,2,9,0,15,4,1,35
52,15,0,8,5,0,19,6,5,37
53,16,0,8,6,0,20,6,5,37
54,16,0,2,7,0,14,5,1,38
55,16,0,3,2,0,15,10,1,37
56,16,0,0,4,0,14,10,1,40
57,16,0,0,5,0,15,10,1,40
58,16,0,0,6,0,14,8,1,41
59,17,0,0,7,0,15,8,1,41
60,17,0,0,8,0,14,6,1,42
61,18,0,0,9,0,15,6,1,42
62,18,0,0,10,0,14,4,1,43
63,18,0,3,8,0,15,4,1,43
64,18,0,1,11,0,13,1,1,49
65,18,0,8,12,0,21,1,11,48
66,18,0,0,14,0,15,1,3,49
67,19,0,0,15,0,16,1,3,49
68,19,0,0,4,0,12,8,1,51
69,19,0,0,5,0,13,8,1,51
70,19,0,0,4,0,14,10,3,51
71,20,0,0,5,0,15,10,3,51
72,20,0,0,6,0,12,6,1,54
73,21,0,0,7,0,13,6,1,54
74,21,0,0,8,0,14,6,3,55
75,21,0,2,7,0,13,4,1,53
76,21,0,3,7,0,12,2,1,55
77,21,0,3,8,0,13,2,1,55
78,21,0,0,9,0,14,5,3,56
79,22,0,0,10,0,15,5,3,56
80,22,0,3,8,0,14,3,1,59
81,22,0,0,12,0,15,3,1,59
82,22,0,1,12,0,14,1,1,60
83,23,0,1,13,0,15,1,1,60
84,23,0,3,12,0,16,1,3,62
85,23,0,1,6,0,15,8,1,61
86,23,0,1,7,0,14,6,1,62
87,23,0,1,8,0,15,6,1,62
88,23,0,0,9,0,14,5,1,65
89,24,0,0,10,0,15,5,1,65
90,24,0,1,10,0,14,3,1,65
91,24,0,3,3,0,15,9,1,65
92,24,0,1,6,0,15,8,1,67
93,24,0,1,7,0,16,8,1,67
94,24,0,0,8,0,14,6,1,68
95,24,0,0,9,0,15,6,1,67
96,24,0,0,10,0,14,4,1,72
97,25,0,0,11,0,15,4,1,72
98,25,0,14,2,0,18,2,7,73
99,25,0,16,1,0,19,2,7,73
100,25,0,0,14,0,15,1,1,73
101,26,0,0,15,0,16,1,1,73
102,26,0,1,9,0,14,4,1,74
103,27,0,1,10,0,15,4,1,74
104,27,0,4,4,0,16,8,5,77
105,27,0,1,4,0,13,8,1,76
106,27,0,1,5,0,14,8,1,77
107,28,0,1,6,0,15,8,1,77
108,28,0,2,6,0,12,4,1,79
109,29,0,3,6,0,13,4,1,79
110,29,0,1,7,0,14,6,3,79
111,29,0,4,5,0,15,6,3,79
112,29,0,0,9,0,14,5,1,83
113,30,0,0,10,0,15,5,1,83
114,30,0,0,11,0,14,3,1,84
115,30,0,0,12,0,15,3,1,83
116,30,0,0,13,0,14,1,1,85
117,30,0,5,12,0,18,1,3,85
118,30,0,6,12,0,19,1,5,86
119,30,0,8,5,0,20,7,5,86
120,30,0,0,9,0,14,5,1,88
121,30,0,12,1,0,16,3,1,88
122,30,0,12,2,0,17,3,3,89
123,30,0,12,3,0,18,3,3,89
124,30,0,12,4,0,19,3,5,91
125,30,0,16,1,0,20,3,5,88
126,30,0,4,4,0,14,6,1,89
127,31,0,5,4,0,15,6,1,89
128,31,0,4,6,0,11,1,1,96
129,31,0,2,9,0,12,1,1,96
130,31,0,4,6,0,12,2,1,96
131,32,0,4,7,0,13,2,1,96
132,32,0,9,10,0,20,1,11,98
133,32,0,3,10,0,14,1,3,98
134,32,0,3,11,0,15,1,3,99
135,32,0,7,8,0,16,1,5,98
136,32,0,0,5,0,10,5,1,101
137,33,0,0,6,0,11,5,1,101
138,33,0,0,7,0,12,5,1,102
139,34,0,0,8,0,13,5,1,102
140,34,0,0,9,0,12,3,3,103
141,34,0,0,10,0,13,3,3,103
142,34,0,0,11,0,14,3,3,104
143,34,0,0,6,0,15,9,3,104
144,34,0,0,7,0,14,7,1,108
145,34,0,0,8,0,15,7,1,107
146,34,0,0,9,0,14,5,1,108
147,34,0,13,1,0,17,3,3,108
148,34,0,10,2,0,14,2,1,110
149,35,0,10,3,0,15,2,1,110
150,35,0,3,10,0,14,1,1,109
151,36,0,4,10,0,15,1,1,109
152,36,0,4,11,0,16,1,3,112
153,36,0,0,9,0,15,6,1,112
154,36,0,3,7,0,14,4,1,113
155,36,0,1,10,0,15,4,1,112
156,36,0,0,2,0,14,12,1,114
157,37,0,0,3,0,15,12,1,114
158,37,0,0,4,0,14,10,1,115
159,37,0,0,5,0,15,10,1,115
160,37,0,0,6,0,13,7,1,119
161,37,0,0,7,0,14,7,1,119
162,37,0,1,7,0,14,6,3,120
163,38,0,2,7,0,15,6,3,120
164,38,0,2,8,0,12,2,1,122
165,38,0,2,9,0,13,2,1,121
166,38,0,2,10,0,14,2,3,122
167,39,0,2,11,0,15,2,3,122
168,39,0,1,13,0,15,1,3,125
169,39,0,33,3,0,37,1,23,125
170,39,0,33,4,0,38,1,25,125
171,39,0,35,3,0,39,1,25,125
172,39,0,33,6,0,40,1,27,127
173,40,0,33,7,0,41,1,27,127
174,40,0,33,8,0,42,1,29,128
175,40,0,36,6,0,43,1,29,126
176,40,0,7,3,0,14,4,1,130
177,40,0,5,6,0,15,4,1,130
178,40,0,5,7,0,14,2,1,131
179,41,0,5,8,0,15,2,1,131
180,41,0,4,10,0,15,1,1,132
181,42,0,4,11,0,16,1,1,132
182,42,0,37,11,0,50,2,37,133
183,42,0,37,12,0,51,2,37,133
184,42,0,0,13,0,14,1,1,136
185,42,0,0,14,0,15,1,1,135
186,42,0,0,15,0,16,1,3,136
187,42,0,1,4,0,15,10,1,136
188,42,0,1,5,0,14,8,1,138
189,42,0,6,2,0,15,7,1,138
190,42,0,1,6,0,14,7,1,138
191,43,0,1,7,0,15,7,1,138
192,43,0,0,9,0,12,3,1,144
193,44,0,0,10,0,13,3,1,144
194,44,0,0,11,0,14,3,3,145
195,44,0,6,7,0,19,6,7,144
196,44,0,9,1,0,12,2,1,146
197,45,0,9,2,0,13,2,1,146
198,45,0,10,2,0,14,2,3,147
199,46,0,11,2,0,15,2,3,147
200,46,0,0,12,0,13,1,1,148
201,46,0,2,11,0,14,1,3,148
202,46,0,2,12,0,15,1,3,149
203,46,0,3,12,0,16,1,3,149
204,46,0,1,7,0,12,4,1,151
205,46,0,2,7,0,13,4,1,150
206,46,0,2,8,0,14,4,3,151
207,46,0,2,9,0,15,4,3,151
208,46,0,8,9,0,21,4,11,155
209,46,0,2,5,0,15,8,1,155
210,46,0,0,5,0,14,9,1,155
211,47,0,0,6,0,15,9,1,155
212,47,0,0,7,0,14,7,1,157
213,47,0,0,8,0,15,7,1,157
214,47,0,0,9,0,14,5,1,158
215,47,0,0,10,0,15,5,1,157
216,47,0,0,11,0,14,3,1,160
217,47,0,0,12,0,15,3,1,160
218,47,0,0,13,0,14,1,1,161
219,47,0,0,14,0,15,1,1,161
220,47,0,0,15,0,16,1,3,162
221,47,0,0,3,0,15,12,1,162
222,47,0,0,4,0,14,10,1,163
223,48,0,0,5,0,15,10,1,163
224,48,0,2,3,0,14,9,1,168
225,48,0,0,4,0,13,9,1,166
226,48,0,1,4,0,14,9,3,167
227,49,0,1,5,0,15,9,3,167
228,49,0,0,7,0,12,5,1,169
229,50,0,0,8,0,13,5,1,169
230,50,0,0,9,0,14,5,3,169
231,50,0,0,9,0,15,6,3,169
232,50,0,0,10,0,13,3,1,172
233,51,0,0,11,0,14,3,1,172
234,51,0,2,11,0,14,1,1,173
235,51,0,3,11,0,15,1,1,172
236,51,0,1,14,0,16,1,3,174
237,51,0,1,15,0,17,1,4,174
238,51,0,1,6,0,14,7,1,175
239,52,0,1,7,0,15,7,1,175
240,52,0,0,8,0,15,7,1,178
241,53,0,0,9,0,16,7,1,178
242,53,0,14,3,0,18,1,7,179
243,53,0,18,0,0,19,1,7,179
244,53,0,17,2,0,20,1,10,181
245,53,0,7,4,0,15,4,1,180
246,53,0,8,3,0,14,3,1,181
247,53,0,8,3,0,15,4,1,181
248,53,0,8,4,0,14,2,1,184
249,53,0,8,5,0,15,2,1,184
250,53,0,6,5,0,14,3,1,182
251,54,0,6,6,0,15,3,1,182
252,54,0,1,12,0,14,1,1,184
253,54,0,1,13,0,15,1,1,184
254,54,0,1,14,0,16,1,3,185
255,54,0,1,6,0,15,8,1,184
256,54,0,1,7,0,10,2,1,192
257,55,0,1,8,0,11,2,1,192
258,55,0,0,10,0,11,1,1,193
259,55,0,2,9,0,12,1,1,193
260,55,0,1,6,0,12,5,3,194
261,55,0,0,7,0,11,4,1,194
262,55,0,1,7,0,12,4,1,195
263,56,0,1,8,0,13,4,1,195
264,56,0,0,8,0,10,2,1,198
265,56,0,0,9,0,11,2,1,197
266,56,0,0,10,0,11,1,1,198
267,56,0,0,11,0,12,1,1,198
268,56,0,0,12,0,13,1,3,200
269,57,0,0,13,0,14,1,3,200
270,57,0,2,12,0,15,1,5,200
271,58,0,3,12,0,16,1,5,200
272,58,0,0,11,0,14,3,1,204
273,58,0,8,7,0,20,5,11,204
274,58,0,8,8,0,21,5,11,205
275,58,0,3,1,0,15,11,1,203
276,58,0,2,1,0,14,11,1,205
277,59,0,2,2,0,15,11,1,205
278,59,0,2,3,0,14,9,1,206
279,59,0,2,4,0,15,9,1,206
280,59,0,0,7,0,14,7,1,208
281,60,0,0,8,0,15,7,1,208
282,60,0,0,9,0,14,5,1,209
283,61,0,0,10,0,15,5,1,209
284,61,0,0,11,0,14,3,1,211
285,61,0,0,12,0,15,3,1,210
286,61,0,2,11,0,14,1,1,211
287,61,0,0,14,0,15,1,1,211
288,61,0,0,15,0,16,1,7,216
289,61,0,12,3,0,16,1,3,216
290,61,0,13,3,0,17,1,3,216
291,61,0,13,4,0,18,1,3,216
292,61,0,13,5,0,19,1,7,218
293,62,0,13,6,0,20,1,7,218
294,62,0,17,3,0,21,1,7,219
295,62,0,18,3,0,22,1,7,218
296,62,0,18,4,0,23,1,10,221
297,62,0,18,5,0,24,1,11,221
298,62,0,19,5,0,25,1,11,222
299,62,0,9,4,0,15,2,3,222
300,62,0,6,7,0,14,1,3,222
301,62,0,7,7,0,15,1,3,222
302,62,0,6,9,0,16,1,3,223
303,62,0,4,12,0,17,1,3,223
304,62,0,3,14,0,18,1,7,227
305,62,0,6,12,0,19,1,7,226
306,62,0,1,7,0,14,6,1,227
307,63,0,2,7,0,15,6,1,227
308,63,0,1,7,0,14,6,1,229
309,63,0,1,8,0,15,6,1,229
310,63,0,0,10,0,14,4,1,229
311,64,0,0,11,0,15,4,1,229
312,64,0,2,5,0,15,8,1,232
313,65,0,2,6,0,16,8,1,232
314,65,0,0,7,0,14,7,1,233
315,65,0,2,6,0,15,7,1,232
316,65,0,0,9,0,14,5,1,234
317,66,0,0,10,0,15,5,1,234
318,66,0,0,11,0,14,3,1,235
319,66,0,0,12,0,15,3,1,235
320,66,0,0,13,0,14,1,3,240
321,66,0,0,14,0,15,1,3,240
322,66,0,0,15,0,16,1,3,241
323,66,0,0,10,0,15,5,3,241
324,66,0,3,8,0,12,1,3,243
325,66,0,8,1,0,17,8,7,241
326,66,0,7,3,0,18,8,7,242
327,66,0,9,2,0,19,8,7,242
328,66,0,1,7,0,12,4,1,245
329,66,0,1,8,0,13,4,1,245
330,66,0,1,5,0,12,6,1,245
331,67,0,1,6,0,13,6,1,245
332,67,0,1,7,0,12,4,1,247
333,67,0,0,9,0,13,4,3,247
334,67,0,1,9,0,14,4,3,248
335,67,0,1,10,0,15,4,3,247
336,67,0,0,12,0,14,2,1,251
337,68,0,0,13,0,15,2,1,251
338,68,0,55,7,0,63,1,49,252
339,68,0,55,8,0,64,1,49,252
340,68,0,55,9,0,65,1,51,253
341,68,0,7,4,0,15,4,1,253
342,68,0,8,4,0,14,2,1,254
343,68,0,23,0,0,24,1,13,254
344,68,0,21,3,0,25,1,15,257
345,68,0,13,1,0,15,1,1,256
346,68,0,13,2,0,16,1,3,257
347,69,0,13,3,0,17,1,3,257
348,69,0,13,4,0,18,1,5,259
349,70,0,13,5,0,19,1,5,259
350,70,0,16,3,0,20,1,7,258
351,70,0,71,2,0,76,3,61,258
352,70,0,3,8,0,12,1,1,263
353,71,0,3,9,0,13,1,1,263
354,71,0,3,10,0,14,1,3,264
355,71,0,0,14,0,15,1,3,263
356,71,0,0,15,0,16,1,4,265
357,71,0,0,5,0,13,8,1,265
358,71,0,0,6,0,14,8,1,266
359,72,0,0,7,0,15,8,1,266
360,72,0,0,8,0,12,4,1,268
361,72,0,0,9,0,13,4,1,268
362,72,0,0,10,0,14,4,3,269
363,72,0,14,5,0,20,1,7,269
364,72,0,7,3,0,14,4,3,271
365,72,0,8,1,0,15,6,3,270
366,72,0,8,2,0,16,6,3,271
367,73,0,8,3,0,17,6,3,271
368,73,0,6,4,0,14,4,1,275
369,73,0,6,5,0,15,4,1,275
370,73,0,7,5,0,14,2,1,275
371,73,0,1,12,0,15,2,1,275
372,73,0,0,14,0,15,1,1,277
373,74,0,0,15,0,16,1,1,277
374,74,0,13,9,0,24,2,11,278
375,74,0,18,5,0,25,2,13,275
376,74,0,19,5,0,26,2,15,278
377,74,0,13,1,0,20,6,7,278
378,74,0,2,2,0,15,11,1,279
379,75,0,3,2,0,16,11,1,279
380,75,0,0,5,0,14,9,1,280
381,75,0,2,4,0,15,9,1,280
382,75,0,0,7,0,14,7,1,281
383,76,0,0,8,0,15,7,1,281
384,76,0,0,9,0,10,1,1,288
385,76,0,0,10,0,11,1,1,287
386,76,0,0,11,0,12,1,1,288
387,76,0,2,10,0,13,1,3,288
388,76,0,0,13,0,14,1,4,290
389,77,0,0,14,0,15,1,4,290
390,77,0,3,12,0,16,1,7,290
391,77,0,0,5,0,13,8,1,290
392,77,0,10,1,0,12,1,3,293
393,77,0,10,2,0,13,1,3,293
394,77,0,10,3,0,14,1,3,294
395,77,0,2,7,0,13,4,1,293
396,77,0,2,3,0,12,7,3,295
397,78,0,2,4,0,13,7,3,295
398,78,0,2,5,0,14,7,3,296
399,78,0,12,6,0,19,1,7,296
400,78,0,3,6,0,14,5,1,298
401,79,0,3,7,0,15,5,1,298
402,79,0,1,10,0,14,3,1,299
403,79,0,6,10,0,18,2,3,299
404,79,0,6,11,0,19,2,4,301
405,79,0,9,9,0,20,2,5,300
406,79,0,5,9,0,15,1,1,301
407,79,0,5,10,0,16,1,1,301
408,79,0,1,3,0,14,10,1,304
409,80,0,1,4,0,15,10,1,304
410,80,0,0,6,0,14,8,1,304
411,80,0,1,6,0,15,8,1,304
412,80,0,0,8,0,14,6,1,306
413,80,0,1,8,0,15,6,1,306
414,80,0,2,8,0,14,4,1,307
415,80,0,2,9,0,15,4,1,306
416,80,0,0,8,0,12,4,1,311
417,80,0,0,9,0,13,4,1,311
418,80,0,1,9,0,14,4,3,312
419,81,0,1,10,0,15,4,3,312
420,81,0,0,11,0,13,2,1,313
421,82,0,0,12,0,14,2,1,313
422,82,0,0,13,0,14,1,1,314
423,82,0,2,12,0,15,1,1,314
424,82,0,0,15,0,16,1,5,317
425,82,0,0,8,0,13,5,1,315
426,82,0,2,7,0,14,5,1,316
427,82,0,2,8,0,15,5,1,316
428,82,0,2,9,0,14,3,1,318
429,82,0,0,3,0,13,10,1,318
430,82,0,2,4,0,14,8,1,318
431,83,0,2,5,0,15,8,1,318
432,83,0,0,6,0,14,8,1,322
433,84,0,0,7,0,15,8,1,322
434,84,0,2,6,0,14,6,1,323
435,84,0,0,9,0,15,6,1,322
436,84,0,0,10,0,14,4,1,324
437,84,0,0,11,0,15,4,1,324
438,84,0,0,12,0,14,2,1,325
439,85,0,0,13,0,15,2,1,325
440,85,0,2,12,0,15,1,1,327
441,85,0,11,4,0,16,1,1,327
442,85,0,10,0,0,14,4,1,328
443,86,0,10,1,0,15,4,1,328
444,86,0,9,3,0,14,2,1,330
445,86,0,1,3,0,15,11,1,329
446,86,0,1,4,0,14,9,1,330
447,86,0,1,5,0,15,9,1,330
448,86,0,6,6,0,13,1,1,336
449,87,0,6,7,0,14,1,1,336
450,87,0,1,8,0,12,3,1,335
451,87,0,2,6,0,13,5,1,335
452,87,0,0,9,0,12,3,1,337
453,87,0,0,10,0,13,3,1,337
454,87,0,0,11,0,14,3,3,338
455,87,0,2,12,0,15,1,3,337
456,87,0,2,13,0,16,1,7,340
457,88,0,2,14,0,17,1,7,340
458,88,0,2,15,0,18,1,7,341
459,88,0,2,5,0,13,6,1,341
460,88,0,1,7,0,12,4,1,342
461,89,0,1,8,0,13,4,1,342
462,89,0,1,5,0,14,8,3,343
463,90,0,1,6,0,15,8,3,343
464,90,0,0,8,0,14,6,1,347
465,90,0,0,9,0,15,6,1,346
466,90,0,0,10,0,14,4,1,347
467,91,0,0,11,0,15,4,1,347
468,91,0,4,8,0,17,5,3,349
469,91,0,6,7,0,18,5,3,349
470,91,0,0,10,0,14,4,1,349
471,91,0,0,11,0,15,4,1,349
472,91,0,0,12,0,14,2,1,352
473,91,0,0,13,0,15,2,1,352
474,91,0,0,14,0,15,1,1,353
475,91,0,5,10,0,16,1,1,351
476,91,0,5,2,0,14,7,1,353
477,91,0,0,8,0,15,7,1,353
478,91,0,1,8,0,14,5,1,354
479,92,0,1,9,0,15,5,1,354
480,92,0,0,11,0,12,1,1,358
481,92,0,6,7,0,19,6,7,358
482,92,0,6,8,0,20,6,7,359
483,92,0,7,8,0,21,6,8,359
484,92,0,9,3,0,15,3,1,361
485,92,0,11,1,0,16,4,1,360
486,92,0,13,0,0,17,4,3,361
487,93,0,14,0,0,18,4,3,361
488,93,0,9,2,0,12,1,1,364
489,93,0,9,3,0,13,1,1,364
490,93,0,9,5,0,15,1,3,364
491,94,0,9,6,0,16,1,3,364
492,94,0,9,7,0,17,1,5,366
493,94,0,8,4,0,13,1,1,366
494,94,0,8,4,0,14,2,3,367
495,94,0,5,2,0,15,8,3,366
496,94,0,1,5,0,14,8,1,370
497,94,0,8,3,0,17,6,7,370
498,94,0,5,4,0,14,5,1,371
499,95,0,5,5,0,15,5,1,371
500,95,0,7,1,0,14,6,1,370
501,95,0,5,2,0,15,8,1,370
502,95,0,5,3,0,14,6,1,371
503,96,0,5,4,0,15,6,1,371
504,96,0,0,10,0,14,4,1,374
505,96,0,2,9,0,15,4,1,373
506,96,0,2,10,0,14,2,1,374
507,96,0,19,3,0,23,1,9,374
508,96,0,19,4,0,24,1,11,376
509,97,0,19,5,0,25,1,11,376
510,97,0,9,5,0,15,1,1,376
511,97,0,11,4,0,16,1,1,376
512,97,0,11,5,0,17,1,11,385
513,97,0,11,6,0,18,1,11,385
514,97,0,12,6,0,19,1,11,386
515,97,0,12,7,0,20,1,11,385
516,97,0,12,8,0,21,1,15,387
517,97,0,4,8,0,13,1,5,387
518,97,0,2,9,0,12,1,3,388
519,97,0,3,9,0,13,1,3,388
520,97,0,0,9,0,10,1,3,390
521,98,0,0,10,0,11,1,3,390
522,98,0,1,10,0,12,1,3,391
523,99,0,2,10,0,13,1,3,391
524,99,0,0,13,0,14,1,7,393
525,99,0,2,12,0,15,1,7,391
526,99,0,3,12,0,16,1,7,392
527,99,0,3,6,0,15,6,7,392
528,99,0,0,7,0,14,7,1,396
529,99,0,0,8,0,15,7,1,396
530,99,0,3,6,0,14,5,1,396
531,99,0,2,8,0,15,5,1,396
532,99,0,0,11,0,14,3,1,398
533,99,0,3,5,0,16,8,1,398
534,99,0,3,6,0,17,8,3,399
535,99,0,3,7,0,18,8,3,398
536,99,0,0,8,0,14,6,1,401
537,99,0,0,9,0,15,6,1,401
538,99,0,0,10,0,14,4,1,402
539,99,0,10,3,0,15,2,1,402
540,99,0,6,6,0,14,2,1,403
541,100,0,7,6,0,15,2,1,403
542,100,0,6,8,0,15,1,1,404
543,100,0,7,8,0,16,1,1,404
544,100,0,6,6,0,14,2,3,409
545,100,0,0,11,0,13,2,1,408
546,100,0,9,6,0,18,3,7,409
547,101,0,9,7,0,19,3,7,409
548,101,0,4,8,0,13,1,1,411
549,101,0,4,9,0,14,1,1,411
550,101,0,1,4,0,14,9,3,410
551,101,0,1,5,0,15,9,3,410
552,101,0,1,6,0,12,5,1,413
553,101,0,1,7,0,13,5,1,413
554,101,0,1,8,0,14,5,3,414
555,101,0,1,9,0,15,5,3,413
556,101,0,1,10,0,13,2,1,415
557,102,0,1,11,0,14,2,1,415
558,102,0,1,12,0,14,1,1,416
559,102,0,9,10,0,20,1,7,416
560,102,0,7,13,0,21,1,10,419
561,102,0,0,1,0,15,14,1,419
562,102,0,0,2,0,14,12,1,420
563,103,0,0,3,0,15,12,1,420
564,103,0,0,4,0,14,10,1,422
565,103,0,0,5,0,15,10,1,421
566,103,0,0,6,0,16,10,1,422
567,103,0,6,1,0,15,8,1,422
568,103,0,1,7,0,14,6,1,425
569,104,0,1,8,0,15,6,1,425
570,104,0,1,9,0,14,4,1,425
571,105,0,1,10,0,15,4,1,425
572,105,0,1,10,0,14,3,1,427
573,105,0,1,11,0,15,3,1,427
574,105,0,2,10,0,14,2,1,428
575,105,0,6,7,0,15,2,1,426
576,105,0,0,14,0,15,1,3,432
577,106,0,0,15,0,16,1,3,432
578,106,0,26,5,0,32,1,19,433
579,106,0,26,6,0,33,1,19,433
580,106,0,26,7,0,34,1,23,434
581,106,0,26,8,0,35,1,23,434
582,106,0,26,9,0,36,1,23,435
583,106,0,26,10,0,37,1,23,435
584,106,0,26,11,0,38,1,27,438
585,106,0,6,6,0,13,1,1,437
586,106,0,7,6,0,14,1,3,438
587,107,0,7,7,0,15,1,3,438
588,107,0,13,2,0,16,1,5,440
589,107,0,13,3,0,17,1,5,440
590,107,0,10,7,0,18,1,7,440
591,107,0,10,8,0,19,1,7,440
592,107,0,10,9,0,20,1,11,444
593,108,0,10,10,0,21,1,11,444
594,108,0,11,10,0,22,1,11,445
595,108,0,6,4,0,15,5,1,444
596,108,0,3,7,0,14,4,1,446
597,108,0,5,6,0,15,4,1,446
598,108,0,5,3,0,15,7,1,447
599,109,0,5,4,0,16,7,1,447
600,109,0,3,2,0,14,9,1,448
601,110,0,4,2,0,15,9,1,448
602,110,0,4,3,0,14,7,1,449
603,110,0,2,6,0,15,7,1,449
604,110,0,0,9,0,14,5,1,451
605,110,0,13,2,0,17,2,3,450
606,110,0,13,3,0,18,2,5,451
607,111,0,13,4,0,19,2,5,451
608,111,0,13,5,0,20,2,9,456
609,111,0,5,8,0,14,1,1,456
610,111,0,3,11,0,15,1,1,456
611,111,0,3,12,0,16,1,1,456
612,111,0,3,6,0,12,3,1,458
613,112,0,3,7,0,13,3,1,458
614,112,0,3,8,0,14,3,1,459
615,112,0,3,9,0,15,3,3,458
616,112,0,3,4,0,14,7,1,461
617,113,0,3,5,0,15,7,1,461
618,113,0,3,6,0,16,7,3,462
619,114,0,3,7,0,17,7,3,462
620,114,0,0,8,0,14,6,1,463
621,114,0,4,5,0,13,4,1,463
622,114,0,1,9,0,14,4,1,464
623,114,0,2,9,0,15,4,3,464
624,114,0,7,10,0,19,2,7,468
625,114,0,11,7,0,20,2,7,464
626,114,0,5,8,0,14,1,1,465
627,114,0,4,10,0,15,1,1,465
628,114,0,4,11,0,16,1,3,467
629,114,0,4,3,0,15,8,1,467
630,114,0,5,3,0,14,6,1,467
631,115,0,6,3,0,15,6,1,467
632,115,0,4,6,0,14,4,1,470
633,115,0,1,7,0,15,7,1,470
634,115,0,1,8,0,14,5,1,471
635,115,0,4,9,0,15,2,1,470
636,115,0,1,10,0,14,3,1,472
637,115,0,19,1,0,21,1,7,472
638,115,0,11,2,0,14,1,1,473
639,115,0,12,1,0,15,2,1,473
640,115,0,2,8,0,11,1,1,479
641,116,0,2,9,0,12,1,1,479
642,116,0,2,10,0,13,1,1,480
643,117,0,2,11,0,14,1,1,480
644,117,0,12,6,0,19,1,7,482
645,117,0,2,13,0,16,1,4,481
646,117,0,2,8,0,13,3,1,482
647,118,0,2,9,0,14,3,1,482
648,118,0,4,8,0,13,1,3,485
649,118,0,6,7,0,14,1,3,485
650,118,0,0,5,0,10,5,1,484
651,118,0,5,0,0,11,6,1,484
652,118,0,2,3,0,12,7,3,486
653,119,0,2,4,0,13,7,3,486
654,119,0,0,7,0,14,7,3,487
655,119,0,2,6,0,15,7,4,486
656,119,0,2,7,0,14,5,1,490
657,119,0,0,10,0,15,5,1,490
658,119,0,2,9,0,14,3,1,491
659,120,0,2,10,0,15,3,1,491
660,120,0,0,13,0,14,1,1,492
661,121,0,0,14,0,15,1,1,492
662,121,0,0,15,0,16,1,3,493
663,121,0,1,4,0,15,10,1,493
664,121,0,1,5,0,15,9,1,496
665,121,0,1,4,0,16,11,1,495
666,121,0,1,4,0,14,9,1,496
667,121,0,2,4,0,15,9,1,496
668,121,0,0,7,0,14,7,1,498
669,121,0,0,8,0,15,7,1,498
670,121,0,0,9,0,14,5,1,498
671,121,0,2,7,0,15,6,1,498
672,121,0,0,8,0,12,4,1,503
673,122,0,0,9,0,13,4,1,503
674,122,0,0,10,0,14,4,1,504
675,122,0,2,9,0,15,4,3,502
676,122,0,34,3,0,38,1,29,504
677,123,0,34,4,0,39,1,29,504
678,123,0,34,5,0,40,1,31,505
679,123,0,34,6,0,41,1,31,505
680,123,0,33,8,0,42,1,33,507
681,123,0,33,9,0,43,1,33,507
682,123,0,5,5,0,14,4,1,508
683,124,0,5,6,0,15,4,1,508
684,124,0,5,7,0,13,1,1,510
685,124,0,5,8,0,14,1,1,509
686,124,0,14,1,0,16,1,3,510
687,124,0,15,1,0,17,1,3,510
688,124,0,15,2,0,18,1,7,514
689,124,0,47,3,0,51,1,41,514
690,124,0,47,3,0,52,2,43,514
691,125,0,47,4,0,53,2,43,514
692,125,0,47,5,0,54,2,45,516
693,125,0,16,6,0,23,1,11,516
694,125,0,17,6,0,24,1,11,517
695,125,0,7,7,0,15,1,1,516
696,125,0,6,9,0,16,1,4,519
697,125,0,15,7,0,26,4,15,519
698,125,0,15,8,0,27,4,15,520
699,125,0,15,9,0,28,4,15,520
700,125,0,6,5,0,15,4,1,520
