c,c_list_length,length_mismatches,non-monotonic,internal_zeros,last_exp_too_large,b_attempts,a_attempts,smaller_rejects,PF-slope
1939,295,0,5,3,0,15,7,1,1450
1940,295,0,4,3,0,14,7,1,1451
1941,295,0,4,4,0,15,7,1,1451
1942,295,0,4,5,0,14,5,1,1452
1943,295,0,4,6,0,15,5,1,1452
1944,295,0,7,4,0,14,3,1,1455
1945,295,0,8,4,0,15,3,1,1454
1946,295,0,3,6,0,14,5,1,1455
1947,295,0,8,5,0,15,2,1,1455
1948,295,0,4,10,0,16,2,3,1457
1949,296,0,4,11,0,17,2,3,1457
1950,296,0,8,8,0,18,2,5,1456
1951,297,0,9,8,0,19,2,5,1456
1952,297,0,4,9,0,14,1,3,1461
1953,297,0,0,14,0,15,1,3,1461
1954,297,0,1,14,0,16,1,3,1462
1955,297,0,1,6,0,15,8,3,1461
1956,297,0,0,8,0,12,4,1,1463
1957,297,0,0,9,0,13,4,1,1463
1958,297,0,1,7,0,14,6,3,1464
1959,297,0,1,8,0,15,6,3,1464
1960,297,0,7,2,0,13,4,1,1466
1961,297,0,7,3,0,14,4,1,1466
1962,297,0,9,2,0,14,3,1,1467
1963,297,0,13,0,0,16,3,3,1467
1964,297,0,11,3,0,17,3,4,1469
1965,297,0,0,9,0,13,4,1,1468
1966,297,0,0,10,0,14,4,1,1469
1967,297,0,11,6,0,20,3,7,1469
1968,297,0,5,7,0,14,2,1,1473
1969,297,0,5,8,0,15,2,1,1473
1970,297,0,0,14,0,15,1,1,1473
1971,297,0,2,13,0,16,1,1,1473
1972,297,0,1,7,0,14,6,1,1475
1973,298,0,1,8,0,15,6,1,1475
1974,298,0,13,7,0,24,4,13,1476
1975,298,0,4,7,0,15,4,1,1474
1976,298,0,8,3,0,18,7,7,1477
1977,298,0,6,6,0,19,7,7,1477
1978,298,0,1,7,0,14,6,1,1478
1979,299,0,1,8,0,15,6,1,1478
1980,299,0,2,7,0,14,5,1,1479
1981,299,0,0,8,0,15,7,1,1479
1982,299,0,0,9,0,14,5,1,1480
1983,299,0,0,10,0,15,5,1,1480
1984,299,0,0,11,0,12,1,1,1486
1985,299,0,0,12,0,13,1,1,1485
1986,299,0,0,13,0,14,1,3,1486
1987,300,0,0,14,0,15,1,3,1486
1988,300,0,1,14,0,16,1,5,1488
1989,300,0,8,7,0,20,5,7,1488
1990,300,0,8,8,0,21,5,7,1488
1991,300,0,1,1,0,15,13,3,1488
1992,300,0,0,3,0,12,9,1,1491
1993,301,0,0,4,0,13,9,1,1491
1994,301,0,0,5,0,14,9,3,1492
1995,301,0,0,5,0,14,9,1,1491
1996,301,0,0,6,0,12,6,1,1493
1997,302,0,0,7,0,13,6,1,1493
1998,302,0,2,6,0,14,6,3,1494
1999,303,0,3,6,0,15,6,3,1494
2000,303,0,0,10,0,14,4,1,1495
2001,303,0,2,9,0,15,4,1,1495
2002,303,0,2,10,0,14,2,1,1496
2003,304,0,2,11,0,15,2,1,1496
2004,304,0,2,12,0,15,1,1,1498
2005,304,0,2,13,0,16,1,1,1497
2006,304,0,2,3,0,14,9,1,1498
2007,304,0,2,2,0,15,11,1,1498
2008,304,0,0,5,0,14,9,1,1501
2009,304,0,5,3,0,15,7,1,1501
2010,304,0,6,3,0,14,5,1,1501
2011,305,0,6,4,0,15,5,1,1501
2012,305,0,6,5,0,14,3,1,1503
2013,305,0,6,6,0,15,3,1,1503
2014,305,0,6,7,0,14,1,1,1504
2015,305,0,0,8,0,15,7,1,1503
2016,305,0,4,6,0,12,2,1,1508
2017,306,0,4,7,0,13,2,1,1508
2018,306,0,4,8,0,14,2,1,1509
2019,306,0,4,9,0,15,2,3,1509
2020,306,0,0,13,0,14,1,1,1510
2021,306,0,0,14,0,15,1,1,1510
2022,306,0,0,15,0,16,1,3,1511
2023,306,0,38,8,0,47,1,35,1511
2024,306,0,40,7,0,48,1,39,1514
2025,306,0,43,5,0,49,1,39,1512
2026,306,0,40,9,0,50,1,39,1513
2027,307,0,40,10,0,51,1,39,1513
2028,307,0,33,3,0,37,1,23,1515
2029,308,0,33,4,0,38,1,23,1515
2030,308,0,34,4,0,39,1,25,1515
2031,308,0,34,5,0,40,1,25,1515
2032,308,0,33,7,0,41,1,31,1519
2033,308,0,33,8,0,42,1,31,1519
2034,308,0,34,8,0,43,1,31,1520
2035,308,0,7,4,0,15,4,1,1519
2036,308,0,5,7,0,14,2,1,1521
2037,308,0,4,9,0,15,2,1,1521
2038,308,0,4,10,0,15,1,1,1522
2039,309,0,4,11,0,16,1,1,1522
2040,309,0,4,11,0,16,1,5,1524
2041,309,0,37,5,0,50,8,37,1524
2042,309,0,37,6,0,51,8,37,1525
2043,309,0,39,5,0,52,8,39,1525
2044,309,0,2,6,0,14,6,1,1527
2045,309,0,0,9,0,15,6,1,1526
2046,309,0,0,5,0,14,9,1,1527
2047,309,0,0,6,0,15,9,1,1527
2048,309,0,0,7,0,8,1,3,1538
2049,309,0,0,8,0,9,1,3,1538
2050,309,0,5,4,0,10,1,5,1537
2051,309,0,5,5,0,11,1,5,1537
2052,309,0,2,9,0,12,1,7,1539
2053,310,0,3,9,0,13,1,7,1539
2054,310,0,6,12,0,19,1,11,1540
2055,310,0,9,10,0,20,1,11,1539
2056,310,0,6,14,0,21,1,15,1542
2057,310,0,14,5,0,20,1,13,1542
2058,310,0,10,2,0,13,1,7,1543
2059,310,0,10,3,0,14,1,7,1543
2060,310,0,8,1,0,12,3,7,1544
2061,310,0,8,2,0,13,3,7,1544
2062,310,0,9,2,0,14,3,7,1545
2063,311,0,9,3,0,15,3,7,1545
2064,311,0,8,5,0,14,1,1,1549
2065,311,0,8,6,0,15,1,1,1548
2066,311,0,8,7,0,16,1,3,1549
2067,311,0,8,8,0,17,1,3,1549
2068,311,0,8,9,0,18,1,5,1551
2069,312,0,8,10,0,19,1,5,1551
2070,312,0,4,10,0,15,1,1,1551
2071,312,0,5,10,0,16,1,1,1551
2072,312,0,8,13,0,22,1,9,1554
2073,312,0,8,14,0,23,1,9,1554
2074,312,0,0,6,0,14,8,1,1555
2075,312,0,3,4,0,15,8,1,1553
2076,312,0,2,6,0,14,6,1,1555
2077,312,0,2,7,0,15,6,1,1555
2078,312,0,2,8,0,14,4,1,1556
2079,312,0,5,6,0,15,4,1,1556
2080,312,0,0,5,0,12,7,1,1560
2081,313,0,0,6,0,13,7,1,1560
2082,313,0,0,7,0,14,7,3,1561
2083,314,0,0,8,0,15,7,3,1561
2084,314,0,0,9,0,14,5,3,1563
2085,314,0,0,10,0,13,3,1,1562
2086,314,0,0,11,0,14,3,1,1563
2087,315,0,0,12,0,15,3,1,1563
2088,315,0,0,13,0,14,1,3,1566
2089,316,0,0,14,0,15,1,3,1566
2090,316,0,0,15,0,16,1,3,1566
2091,316,0,0,10,0,15,5,3,1566
2092,316,0,0,11,0,13,2,1,1568
2093,316,0,2,2,0,14,10,1,1568
2094,316,0,2,3,0,15,10,3,1569
2095,316,0,1,4,0,16,11,3,1568
2096,316,0,1,5,0,17,11,7,1572
2097,316,0,0,6,0,15,9,1,1572
2098,316,0,1,6,0,14,7,1,1573
2099,317,0,1,7,0,15,7,1,1573
2100,317,0,2,7,0,14,5,1,1573
2101,317,0,3,6,0,15,6,1,1573
2102,317,0,3,7,0,14,4,1,1574
2103,317,0,0,11,0,15,4,1,1574
2104,317,0,0,12,0,14,2,1,1577
2105,317,0,3,10,0,15,2,1,1576
2106,317,0,5,10,0,16,1,3,1577
2107,317,0,9,7,0,17,1,3,1577
2108,317,0,6,1,0,14,7,1,1579
2109,317,0,6,2,0,15,7,1,1579
2110,317,0,3,5,0,14,6,1,1579
2111,318,0,3,6,0,15,6,1,1579
2112,318,0,2,4,0,12,6,3,1585
2113,319,0,2,5,0,13,6,3,1585
2114,319,0,7,6,0,14,1,3,1586
2115,319,0,4,5,0,13,4,1,1585
2116,319,0,2,8,0,12,2,3,1587
2117,319,0,2,9,0,13,2,3,1587
2118,319,0,2,10,0,14,2,3,1588
2119,319,0,6,10,0,18,2,5,1588
2120,319,0,0,11,0,12,1,1,1590
2121,319,0,0,12,0,13,1,1,1590
2122,319,0,0,13,0,14,1,3,1591
2123,319,0,0,14,0,15,1,3,1591
2124,319,0,0,15,0,16,1,5,1593
2125,319,0,5,1,0,13,7,1,1590
2126,319,0,5,2,0,14,7,3,1591
2127,319,0,1,6,0,15,8,3,1591
2128,319,0,1,7,0,14,6,1,1595
2129,320,0,1,8,0,15,6,1,1595
2130,320,0,1,9,0,14,4,1,1595
2131,321,0,1,10,0,15,4,1,1595
2132,321,0,8,7,0,20,5,11,1597
2133,321,0,11,5,0,21,5,11,1597
2134,321,0,3,7,0,14,4,1,1598
2135,321,0,1,8,0,15,6,1,1597
2136,321,0,0,10,0,14,4,1,1600
2137,322,0,0,11,0,15,4,1,1600
2138,322,0,0,12,0,14,2,1,1601
2139,322,0,0,13,0,15,2,1,1601
2140,322,0,0,14,0,15,1,1,1602
2141,323,0,0,15,0,16,1,1,1602
2142,323,0,1,8,0,14,5,1,1603
2143,324,0,2,8,0,15,5,1,1603
2144,324,0,0,11,0,12,1,1,1608
2145,324,0,0,2,0,13,11,1,1607
2146,324,0,0,3,0,14,11,3,1608
2147,324,0,0,4,0,15,11,3,1608
2148,324,0,0,5,0,14,9,1,1610
2149,324,0,2,6,0,14,6,1,1610
2150,324,0,6,1,0,14,7,1,1609
2151,324,0,2,6,0,15,7,3,1609
2152,324,0,0,9,0,12,3,1,1612
2153,325,0,0,10,0,13,3,1,1612
2154,325,0,0,11,0,14,3,1,1613
2155,325,0,0,12,0,15,3,1,1612
2156,325,0,4,9,0,14,1,1,1614
2157,325,0,5,9,0,15,1,3,1614
2158,325,0,5,10,0,16,1,3,1615
2159,325,0,5,3,0,15,7,1,1615
2160,325,0,1,3,0,14,10,1,1618
2161,326,0,1,4,0,15,10,1,1618
2162,326,0,1,5,0,14,8,1,1619
2163,326,0,6,6,0,15,3,1,1619
2164,326,0,6,7,0,14,1,1,1621
2165,326,0,1,8,0,15,6,1,1620
2166,326,0,1,9,0,14,4,1,1621
2167,326,0,1,8,0,15,6,1,1621
2168,326,0,1,9,0,14,4,1,1624
2169,326,0,1,10,0,15,4,1,1624
2170,326,0,2,10,0,15,3,1,1624
2171,326,0,4,10,0,16,2,1,1624
2172,326,0,3,12,0,17,2,3,1626
2173,326,0,3,13,0,18,2,3,1626
2174,326,0,0,14,0,15,1,1,1627
2175,326,0,3,12,0,16,1,1,1625
2176,326,0,4,4,0,12,4,3,1632
2177,326,0,4,5,0,13,4,3,1632
2178,326,0,6,1,0,10,3,1,1633
2179,327,0,7,1,0,11,3,1,1633
2180,327,0,7,2,0,12,3,3,1634
2181,327,0,7,3,0,13,3,3,1634
2182,327,0,7,4,0,13,2,1,1635
2183,327,0,7,5,0,14,2,1,1635
2184,327,0,3,5,0,12,4,3,1638
2185,327,0,1,7,0,13,5,3,1637
2186,327,0,1,8,0,12,3,1,1638
2187,327,0,10,0,0,11,1,1,1638
2188,327,0,9,2,0,12,1,3,1640
2189,327,0,15,3,0,19,1,7,1640
2190,327,0,15,4,0,20,1,9,1640
2191,327,0,9,5,0,15,1,5,1640
2192,327,0,2,13,0,16,1,9,1644
2193,327,0,4,5,0,16,7,1,1644
2194,327,0,1,8,0,14,5,1,1645
2195,327,0,1,9,0,15,5,1,1644
2196,327,0,1,10,0,14,3,1,1646
2197,327,0,55,7,0,63,1,51,1646
2198,327,0,56,7,0,64,1,51,1647
2199,327,0,56,8,0,65,1,51,1647
2200,327,0,22,0,0,23,1,9,1648
2201,327,0,22,1,0,24,1,9,1648
2202,327,0,21,3,0,25,1,11,1649
2203,328,0,21,4,0,26,1,11,1649
2204,328,0,21,5,0,27,1,13,1651
2205,328,0,23,3,0,27,1,13,1650
2206,328,0,24,3,0,28,1,15,1651
2207,329,0,24,4,0,29,1,15,1651
2208,329,0,24,5,0,30,1,17,1656
2209,329,0,24,6,0,31,1,17,1656
2210,329,0,63,9,0,76,4,64,1656
2211,329,0,19,5,0,33,9,19,1656
2212,329,0,5,1,0,13,7,1,1658
2213,330,0,5,2,0,14,7,1,1658
2214,330,0,7,1,0,14,6,3,1659
2215,330,0,3,1,0,15,11,3,1658
2216,330,0,0,5,0,12,7,1,1661
2217,330,0,0,6,0,13,7,1,1661
2218,330,0,0,7,0,14,7,3,1662
2219,330,0,7,6,0,19,6,7,1662
2220,330,0,0,9,0,12,3,1,1663
2221,331,0,0,10,0,13,3,1,1663
2222,331,0,0,11,0,14,3,1,1664
2223,331,0,2,10,0,15,3,3,1664
2224,331,0,0,13,0,14,1,1,1668
2225,331,0,0,14,0,15,1,1,1666
2226,331,0,2,13,0,16,1,3,1667
2227,331,0,2,2,0,15,11,1,1667
2228,331,0,2,3,0,14,9,1,1669
2229,331,0,0,6,0,15,9,1,1669
2230,331,0,2,5,0,14,7,1,1669
2231,331,0,2,6,0,15,7,1,1669
2232,331,0,0,9,0,14,5,1,1672
2233,331,0,1,8,0,15,6,1,1672
2234,331,0,1,9,0,14,4,1,1673
2235,331,0,0,11,0,15,4,1,1672
2236,331,0,1,8,0,14,5,1,1674
2237,332,0,1,9,0,15,5,1,1674
2238,332,0,0,10,0,14,4,1,1675
2239,333,0,0,11,0,15,4,1,1675
2240,333,0,0,12,0,13,1,1,1680
2241,333,0,0,13,0,14,1,1,1680
2242,333,0,1,13,0,15,1,3,1681
2243,334,0,1,14,0,16,1,3,1681
2244,334,0,1,6,0,12,5,1,1683
2245,334,0,1,7,0,13,5,3,1682
2246,334,0,0,9,0,14,5,3,1683
2247,334,0,1,9,0,15,5,3,1683
2248,334,0,0,11,0,12,1,1,1686
2249,334,0,3,4,0,16,9,3,1686
2250,334,0,3,2,0,12,7,1,1684
2251,335,0,4,2,0,13,7,1,1684
2252,335,0,4,3,0,12,5,1,1686
2253,335,0,0,8,0,13,5,3,1686
2254,335,0,0,9,0,14,5,3,1687
2255,335,0,7,3,0,15,5,3,1686
2256,335,0,4,7,0,14,3,1,1690
2257,335,0,4,8,0,15,3,1,1690
2258,335,0,4,9,0,14,1,1,1691
2259,335,0,6,8,0,15,1,1,1691
2260,335,0,0,15,0,16,1,3,1692
2261,335,0,4,7,0,15,4,1,1692
2262,335,0,9,6,0,18,3,5,1693
2263,335,0,9,7,0,19,3,5,1693
2264,335,0,4,8,0,14,2,1,1696
2265,335,0,0,9,0,15,6,1,1695
2266,335,0,1,4,0,14,9,1,1696
2267,336,0,1,5,0,15,9,1,1696
2268,336,0,8,3,0,18,7,5,1698
2269,337,0,9,3,0,19,7,5,1698
2270,337,0,3,5,0,14,6,1,1698
2271,337,0,4,5,0,15,6,1,1698
2272,337,0,0,10,0,12,2,1,1703
2273,338,0,0,11,0,13,2,1,1703
2274,338,0,0,12,0,14,2,1,1704
2275,338,0,12,7,0,20,1,7,1702
2276,338,0,12,8,0,21,1,10,1704
2277,338,0,0,15,0,16,1,3,1704
2278,338,0,1,1,0,14,12,3,1705
2279,338,0,1,2,0,15,12,3,1705
2280,338,0,0,4,0,12,8,1,1707
2281,339,0,0,5,0,13,8,1,1707
2282,339,0,0,6,0,14,8,3,1708
2283,339,0,0,7,0,15,8,3,1708
2284,339,0,0,8,0,14,6,1,1710
2285,339,0,0,9,0,14,5,1,1709
2286,339,0,1,9,0,14,4,1,1710
2287,340,0,2,9,0,15,4,1,1710
2288,340,0,2,9,0,14,3,1,1714
2289,340,0,2,8,0,15,5,1,1714
2290,340,0,0,11,0,14,3,1,1714
2291,340,0,0,12,0,15,3,1,1714
2292,340,0,0,13,0,15,2,1,1716
2293,341,0,0,14,0,16,2,1,1716
2294,341,0,0,15,0,16,1,1,1717
2295,341,0,5,1,0,15,9,1,1716
2296,341,0,0,7,0,14,7,1,1719
2297,342,0,0,8,0,15,7,1,1719
2298,342,0,0,9,0,14,5,1,1720
2299,342,0,12,4,0,17,1,3,1720
2300,342,0,15,2,0,18,1,5,1720
2301,342,0,15,2,0,19,2,5,1720
2302,342,0,15,3,0,20,2,7,1721
2303,342,0,3,4,0,15,8,1,1721
2304,342,0,1,7,0,9,1,1,1729
2305,342,0,3,6,0,10,1,1,1728
2306,342,0,3,7,0,11,1,1,1729
2307,342,0,3,8,0,12,1,3,1729
2308,342,0,3,9,0,13,1,4,1731
2309,343,0,3,10,0,14,1,4,1731
2310,343,0,3,11,0,15,1,7,1731
2311,344,0,3,12,0,16,1,7,1731
2312,344,0,41,8,0,50,1,41,1734
2313,344,0,41,9,0,51,1,41,1734
2314,344,0,12,2,0,15,1,5,1735
2315,344,0,12,3,0,16,1,5,1734
2316,344,0,11,5,0,17,1,7,1736
2317,344,0,11,6,0,18,1,7,1736
2318,344,0,11,7,0,19,1,7,1737
2319,344,0,11,8,0,20,1,7,1737
2320,344,0,11,9,0,21,1,13,1740
2321,344,0,11,8,0,20,1,11,1740
2322,344,0,12,8,0,21,1,11,1741
2323,344,0,13,8,0,22,1,11,1741
2324,344,0,14,9,0,24,1,15,1743
2325,344,0,15,8,0,24,1,15,1741
2326,344,0,14,10,0,25,1,15,1742
2327,344,0,7,9,0,17,1,3,1742
2328,344,0,4,13,0,18,1,7,1745
2329,344,0,15,7,0,30,8,19,1745
2330,344,0,3,5,0,14,6,1,1745
2331,344,0,2,7,0,15,6,1,1745
2332,344,0,0,4,0,14,10,1,1747
2333,345,0,0,5,0,15,10,1,1747
2334,345,0,0,6,0,14,8,1,1748
2335,345,0,0,7,0,15,8,1,1747
2336,345,0,0,8,0,14,6,3,1752
2337,345,0,0,9,0,13,4,1,1752
2338,345,0,1,9,0,14,4,1,1753
2339,346,0,1,10,0,15,4,1,1753
2340,346,0,0,10,0,12,2,1,1754
2341,347,0,0,11,0,13,2,1,1754
2342,347,0,0,12,0,14,2,1,1755
2343,347,0,1,12,0,15,2,3,1755
2344,347,0,1,13,0,15,1,1,1758
2345,347,0,0,15,0,16,1,1,1757
2346,347,0,0,5,0,14,9,1,1758
2347,348,0,0,6,0,15,9,1,1758
2348,348,0,0,7,0,14,7,1,1760
2349,348,0,4,4,0,13,5,1,1760
2350,348,0,5,4,0,14,5,3,1759
2351,349,0,5,5,0,15,5,3,1759
2352,349,0,1,10,0,14,3,1,1763
2353,349,0,9,8,0,21,4,10,1763
2354,349,0,1,6,0,14,7,1,1764
2355,349,0,3,5,0,15,7,1,1763
2356,349,0,3,6,0,14,5,1,1765
2357,350,0,3,7,0,15,5,1,1765
2358,350,0,3,8,0,14,3,1,1766
2359,350,0,4,8,0,15,3,1,1766
2360,350,0,2,11,0,14,1,1,1768
2361,350,0,2,12,0,15,1,1,1768
2362,350,0,2,13,0,16,1,3,1769
2363,350,0,2,9,0,15,4,1,1769
2364,350,0,2,10,0,14,2,1,1771
2365,350,0,2,10,0,15,3,1,1770
2366,350,0,20,1,0,23,2,9,1771
2367,350,0,22,0,0,24,2,9,1771
2368,350,0,11,2,0,14,1,3,1777
2369,350,0,11,3,0,15,1,3,1777
2370,350,0,11,4,0,16,1,4,1777
2371,351,0,11,5,0,17,1,4,1777
2372,351,0,11,6,0,18,1,7,1779
2373,351,0,12,6,0,19,1,7,1779
2374,351,0,12,7,0,20,1,7,1780
2375,351,0,17,3,0,21,1,7,1777
2376,351,0,1,11,0,13,1,3,1780
2377,352,0,1,12,0,14,1,3,1780
2378,352,0,1,13,0,15,1,3,1781
2379,352,0,12,12,0,25,1,13,1781
2380,352,0,0,3,0,12,9,1,1782
2381,353,0,0,4,0,13,9,1,1782
2382,353,0,0,5,0,14,9,3,1783
2383,354,0,0,6,0,15,9,3,1783
2384,354,0,0,7,0,14,7,1,1787
2385,354,0,0,8,0,15,7,1,1786
2386,354,0,1,8,0,14,5,1,1787
2387,354,0,1,6,0,15,8,1,1787
2388,354,0,0,8,0,14,6,1,1789
2389,355,0,0,9,0,15,6,1,1789
2390,355,0,0,10,0,14,4,1,1789
2391,355,0,0,11,0,15,4,1,1789
2392,355,0,3,11,0,16,2,4,1792
2393,356,0,3,12,0,17,2,4,1792
2394,356,0,3,10,0,14,1,1,1793
2395,356,0,2,12,0,15,1,1,1792
2396,356,0,0,15,0,16,1,3,1794
2397,356,0,0,9,0,15,6,1,1794
2398,356,0,0,5,0,14,9,1,1795
2399,357,0,0,6,0,15,9,1,1795
2400,357,0,3,4,0,12,5,1,1798
2401,357,0,25,0,0,26,1,15,1798
2402,357,0,25,1,0,27,1,15,1799
2403,357,0,27,0,0,28,1,15,1799
2404,357,0,26,2,0,29,1,15,1801
2405,357,0,16,2,0,20,2,7,1800
2406,357,0,16,3,0,21,2,7,1801
2407,357,0,16,4,0,22,2,7,1801
2408,357,0,26,6,0,33,1,21,1804
2409,357,0,26,7,0,34,1,21,1804
2410,357,0,6,8,0,15,1,1,1804
2411,358,0,6,9,0,16,1,1,1804
2412,358,0,6,10,0,17,1,5,1806
2413,358,0,6,11,0,18,1,5,1806
2414,358,0,11,8,0,24,5,11,1807
2415,358,0,11,9,0,25,5,11,1806
2416,358,0,0,10,0,14,4,1,1810
2417,359,0,0,11,0,15,4,1,1810
2418,359,0,10,8,0,23,5,11,1811
2419,359,0,10,9,0,24,5,11,1811
2420,359,0,15,4,0,20,1,10,1812
2421,359,0,15,5,0,21,1,10,1812
2422,359,0,7,1,0,14,6,1,1813
2423,360,0,7,2,0,15,6,1,1813
2424,360,0,5,4,0,14,5,1,1816
2425,360,0,8,2,0,15,5,1,1814
2426,360,0,8,3,0,14,3,1,1815
2427,360,0,6,6,0,15,3,1,1815
2428,360,0,6,7,0,14,1,1,1817
2429,360,0,1,13,0,15,1,1,1817
2430,360,0,6,9,0,16,1,3,1817
2431,360,0,12,0,0,16,4,1,1817
2432,360,0,0,2,0,10,8,1,1824
2433,360,0,0,3,0,11,8,1,1824
2434,360,0,0,4,0,10,6,1,1825
2435,360,0,0,5,0,11,6,1,1824
2436,360,0,0,4,0,12,8,3,1826
2437,361,0,0,5,0,13,8,3,1826
2438,361,0,0,6,0,12,6,1,1827
2439,361,0,2,5,0,13,6,1,1827
2440,361,0,0,8,0,10,2,1,1829
2441,362,0,0,9,0,11,2,1,1829
2442,362,0,2,10,0,13,1,3,1830
2443,362,0,1,10,0,13,2,3,1830
2444,362,0,1,11,0,13,1,3,1832
2445,362,0,0,13,0,14,1,3,1831
2446,362,0,0,14,0,15,1,3,1832
2447,363,0,0,15,0,16,1,3,1832
2448,363,0,0,5,0,14,9,1,1836
2449,363,0,0,6,0,15,9,1,1836
2450,363,0,0,7,0,14,7,1,1835
2451,363,0,2,6,0,15,7,1,1835
2452,363,0,2,7,0,14,5,1,1837
2453,363,0,2,6,0,15,7,1,1837
2454,363,0,0,9,0,14,5,1,1838
2455,363,0,2,8,0,15,5,1,1837
2456,363,0,2,9,0,14,3,1,1840
2457,363,0,2,8,0,15,5,1,1840
2458,363,0,3,8,0,16,5,3,1841
2459,364,0,3,9,0,17,5,3,1841
2460,364,0,1,10,0,14,3,1,1842
2461,364,0,1,11,0,15,3,1,1842
2462,364,0,0,13,0,14,1,1,1843
2463,364,0,1,13,0,15,1,1,1843
2464,364,0,2,13,0,16,1,7,1848
2465,364,0,0,7,0,13,6,1,1847
2466,364,0,1,7,0,14,6,3,1848
2467,365,0,2,7,0,15,6,3,1848
2468,365,0,0,10,0,12,2,1,1850
2469,365,0,0,11,0,13,2,1,1850
2470,365,0,4,5,0,17,8,3,1850
2471,365,0,4,6,0,18,8,3,1850
2472,365,0,0,7,0,14,7,1,1853
2473,366,0,0,8,0,15,7,1,1853
2474,366,0,0,9,0,14,5,1,1854
2475,366,0,2,7,0,15,6,3,1852
2476,366,0,0,10,0,12,2,1,1854
2477,367,0,0,11,0,13,2,1,1854
2478,367,0,0,12,0,14,2,1,1855
2479,367,0,0,13,0,15,2,1,1855
2480,367,0,0,14,0,15,1,1,1858
2481,367,0,0,15,0,16,1,1,1858
2482,367,0,0,11,0,14,3,1,1859
2483,367,0,6,7,0,19,6,7,1859
2484,367,0,8,6,0,20,6,10,1861
2485,367,0,9,6,0,21,6,10,1860
2486,367,0,0,3,0,14,11,1,1861
2487,367,0,3,2,0,15,10,1,1861
2488,367,0,0,5,0,14,9,1,1864
2489,367,0,0,6,0,15,9,1,1864
2490,367,0,0,7,0,14,7,1,1864
2491,367,0,0,8,0,15,7,1,1864
2492,367,0,0,9,0,14,5,1,1866
2493,367,0,0,10,0,15,5,1,1866
2494,367,0,1,10,0,14,3,1,1867
2495,367,0,1,11,0,15,3,1,1866
2496,367,0,8,12,0,21,1,11,1872
2497,367,0,1,13,0,15,1,3,1872
2498,367,0,1,14,0,16,1,3,1873
2499,367,0,15,3,0,19,1,8,1873
2500,367,0,12,0,0,13,1,1,1871
